<<<<<<< HEAD
year,area_code,area_name,total_health_2021,n_very_good_2021,n_good_2021,n_fair_2021,n_bad_2021,n_very_bad_2021,n_bad_or_very_bad_2021,pct_very_good_2021,pct_good_2021,pct_fair_2021,pct_bad_2021,pct_very_bad_2021,pct_bad_or_very_bad_2021
2021,E07000237,Worcester,103872,49220,36463,13209,3882,1098,4980,47.39,35.1,12.72,3.74,1.06,4.79
2021,E07000238,Wychavon,132492,62836,46380,17163,4829,1284,6113,47.43,35.01,12.95,3.64,0.97,4.61
2021,E07000239,Wyre Forest,101607,44004,36337,15024,4818,1424,6242,43.31,35.76,14.79,4.74,1.4,6.14
2021,E07000240,St Albans,148167,85242,44893,13557,3520,955,4475,57.53,30.3,9.15,2.38,0.64,3.02
2021,E07000241,Welwyn Hatfield,119836,61896,40200,13130,3664,946,4610,51.65,33.55,10.96,3.06,0.79,3.85
2021,E07000242,East Hertfordshire,150155,81057,48853,15274,3916,1055,4971,53.98,32.54,10.17,2.61,0.7,3.31
2021,E07000243,Stevenage,89495,42673,31339,11298,3298,887,4185,47.68,35.02,12.62,3.69,0.99,4.68
2021,E07000244,East Suffolk,246056,106604,88502,36851,11148,2951,14099,43.33,35.97,14.98,4.53,1.2,5.73
2021,E07000245,West Suffolk,179948,85843,63799,22468,6150,1688,7838,47.7,35.45,12.49,3.42,0.94,4.36
2021,E07000246,Somerset West and Taunton,157445,72178,55069,22010,6513,1675,8188,45.84,34.98,13.98,4.14,1.06,5.2
2021,E08000001,Bolton,295963,142076,96785,38905,13968,4229,18197,48.0,32.7,13.15,4.72,1.43,6.15
2021,E08000002,Bury,193850,93456,63919,25700,8416,2359,10775,48.21,32.97,13.26,4.34,1.22,5.56
2021,E08000003,Manchester,551938,280547,173458,64955,24915,8063,32978,50.83,31.43,11.77,4.51,1.46,5.97
2021,E08000004,Oldham,242088,113590,79548,33754,11724,3472,15196,46.92,32.86,13.94,4.84,1.43,6.28
2021,E08000005,Rochdale,223773,104957,73713,30753,11214,3136,14350,46.9,32.94,13.74,5.01,1.4,6.41
2021,E08000006,Salford,269923,134447,86140,33249,12406,3681,16087,49.81,31.91,12.32,4.6,1.36,5.96
2021,E08000007,Stockport,294773,145602,96317,37255,12017,3582,15599,49.39,32.67,12.64,4.08,1.22,5.29
2021,E08000008,Tameside,231071,104704,77895,33204,11821,3447,15268,45.31,33.71,14.37,5.12,1.49,6.61
2021,E08000009,Trafford,235052,124806,72803,26515,8406,2522,10928,53.1,30.97,11.28,3.58,1.07,4.65
2021,E08000010,Wigan,329331,152373,110193,46214,16085,4466,20551,46.27,33.46,14.03,4.88,1.36,6.24
2021,E08000011,Knowsley,154519,73079,46569,21561,10037,3273,13310,47.29,30.14,13.95,6.5,2.12,8.61
2021,E08000012,Liverpool,486088,231830,150332,65142,29077,9707,38784,47.69,30.93,13.4,5.98,2.0,7.98
2021,E08000013,St. Helens,183245,82747,59974,26762,10591,3171,13762,45.16,32.73,14.6,5.78,1.73,7.51
2021,E08000014,Sefton,279233,129449,90164,40057,14953,4610,19563,46.36,32.29,14.35,5.36,1.65,7.01
2021,E08000015,Wirral,320199,148845,102703,45385,17840,5426,23266,46.49,32.07,14.17,5.57,1.69,7.27
2021,E08000016,Barnsley,244572,106010,82192,38001,14252,4117,18369,43.35,33.61,15.54,5.83,1.68,7.51
2021,E08000017,Doncaster,308104,136540,105090,45337,16192,4945,21137,44.32,34.11,14.71,5.26,1.6,6.86
2021,E08000018,Rotherham,265807,117359,90450,39277,14400,4321,18721,44.15,34.03,14.78,5.42,1.63,7.04
2021,E08000019,Sheffield,556522,259654,187759,75541,25998,7570,33568,46.66,33.74,13.57,4.67,1.36,6.03
2021,E08000021,Newcastle upon Tyne,300126,145219,96614,39307,14525,4461,18986,48.39,32.19,13.1,4.84,1.49,6.33
2021,E08000022,North Tyneside,208965,96170,69597,30204,10188,2806,12994,46.02,33.31,14.45,4.88,1.34,6.22
2021,E08000023,South Tyneside,147778,64656,48869,22930,8709,2614,11323,43.75,33.07,15.52,5.89,1.77,7.66
2021,E08000024,Sunderland,274171,118258,90486,43507,16834,5086,21920,43.13,33.0,15.87,6.14,1.86,8.0
2021,E08000025,Birmingham,1144919,544500,380993,150801,51755,16870,68625,47.56,33.28,13.17,4.52,1.47,5.99
2021,E08000026,Coventry,345325,167651,116149,43030,14126,4369,18495,48.55,33.63,12.46,4.09,1.27,5.36
2021,E08000027,Dudley,323488,141846,114604,47402,15299,4337,19636,43.85,35.43,14.65,4.73,1.34,6.07
2021,E08000028,Sandwell,341833,153337,116762,49048,17472,5214,22686,44.86,34.16,14.35,5.11,1.53,6.64
2021,E08000029,Solihull,216240,106508,72191,26816,8293,2432,10725,49.25,33.38,12.4,3.84,1.12,4.96
2021,E08000030,Walsall,284124,126170,97681,41567,14222,4484,18706,44.41,34.38,14.63,5.01,1.58,6.58
2021,E08000031,Wolverhampton,263727,118244,90690,38056,12953,3784,16737,44.84,34.39,14.43,4.91,1.43,6.35
2021,E08000032,Bradford,546408,252136,188664,73124,24904,7580,32484,46.14,34.53,13.38,4.56,1.39,5.95
2021,E08000033,Calderdale,206631,96309,70657,27913,9057,2695,11752,46.61,34.19,13.51,4.38,1.3,5.69
2021,E08000034,Kirklees,433217,201705,149441,58024,18669,5378,24047,46.56,34.5,13.39,4.31,1.24,5.55
2021,E08000035,Leeds,811953,402056,270304,98856,31621,9116,40737,49.52,33.29,12.18,3.89,1.12,5.02
2021,E08000036,Wakefield,353370,157984,121164,51084,17900,5238,23138,44.71,34.29,14.46,5.07,1.48,6.55
2021,E08000037,Gateshead,196151,85811,65777,30117,11120,3326,14446,43.75,33.53,15.35,5.67,1.7,7.36
2021,E09000001,City of London,8583,4937,2726,687,186,47,233,57.52,31.76,8.0,2.17,0.55,2.71
2021,E09000002,Barking and Dagenham,218869,111929,71978,24295,8169,2498,10667,51.14,32.89,11.1,3.73,1.14,4.87
2021,E09000003,Barnet,389344,213576,120802,39317,11724,3925,15649,54.86,31.03,10.1,3.01,1.01,4.02
2021,E09000004,Bexley,246473,125181,82371,28260,8128,2533,10661,50.79,33.42,11.47,3.3,1.03,4.33
2021,E09000005,Brent,339814,176793,111300,36871,11158,3692,14850,52.03,32.75,10.85,3.28,1.09,4.37
2021,E09000006,Bromley,329991,176211,106977,34265,9694,2844,12538,53.4,32.42,10.38,2.94,0.86,3.8
2021,E09000007,Camden,210136,116692,61665,21109,8013,2657,10670,55.53,29.35,10.05,3.81,1.26,5.08
2021,E09000008,Croydon,390719,200050,130711,43327,12733,3898,16631,51.2,33.45,11.09,3.26,1.0,4.26
2021,E09000009,Ealing,367115,192559,120388,38868,11619,3681,15300,52.45,32.79,10.59,3.16,1.0,4.17
2021,E09000010,Enfield,329984,167119,108918,37822,12150,3975,16125,50.64,33.01,11.46,3.68,1.2,4.89
2021,E09000011,Greenwich,289068,152415,92418,30949,10134,3152,13286,52.73,31.97,10.71,3.51,1.09,4.6
2021,E09000012,Hackney,259146,146836,73626,25710,9467,3507,12974,56.66,28.41,9.92,3.65,1.35,5.01
2021,E09000013,Hammersmith and Fulham,183157,108069,51238,16301,5603,1946,7549,59.0,27.97,8.9,3.06,1.06,4.12
2021,E09000014,Haringey,264238,140184,83809,27408,9562,3275,12837,53.05,31.72,10.37,3.62,1.24,4.86
2021,E09000015,Harrow,261203,134553,88594,27907,7715,2434,10149,51.51,33.92,10.68,2.95,0.93,3.89
2021,E09000016,Havering,262052,130764,89013,30642,8941,2692,11633,49.9,33.97,11.69,3.41,1.03,4.44
2021,E09000017,Hillingdon,305909,156976,103725,33088,9244,2876,12120,51.31,33.91,10.82,3.02,0.94,3.96
2021,E09000018,Hounslow,288181,149624,96314,30323,9017,2903,11920,51.92,33.42,10.52,3.13,1.01,4.14
2021,E09000019,Islington,216589,118690,63421,22469,8901,3108,12009,54.8,29.28,10.37,4.11,1.43,5.54
2021,E09000020,Kensington and Chelsea,143375,85462,38302,13191,4806,1614,6420,59.61,26.71,9.2,3.35,1.13,4.48
2021,E09000021,Kingston upon Thames,168063,90958,54724,16710,4367,1304,5671,54.12,32.56,9.94,2.6,0.78,3.37
2021,E09000022,Lambeth,317654,178535,96211,30240,9582,3086,12668,56.2,30.29,9.52,3.02,0.97,3.99
2021,E09000023,Lewisham,300550,159645,96291,31609,9891,3114,13005,53.12,32.04,10.52,3.29,1.04,4.33
2021,E09000024,Merton,215182,118140,68979,20760,5599,1704,7303,54.9,32.06,9.65,2.6,0.79,3.39
2021,E09000025,Newham,351036,180480,116872,37801,11823,4060,15883,51.41,33.29,10.77,3.37,1.16,4.52
2021,E09000026,Redbridge,310258,159202,105549,33011,9467,3029,12496,51.31,34.02,10.64,3.05,0.98,4.03
2021,E09000027,Richmond upon Thames,195278,115959,57054,16331,4574,1360,5934,59.38,29.22,8.36,2.34,0.7,3.04
2021,E09000028,Southwark,307637,171620,93329,30002,9552,3134,12686,55.79,30.34,9.75,3.1,1.02,4.12
2021,E09000029,Sutton,209639,107792,71329,22304,6322,1892,8214,51.42,34.02,10.64,3.02,0.9,3.92
2021,E09000030,Tower Hamlets,310306,164359,99697,31182,11172,3896,15068,52.97,32.13,10.05,3.6,1.26,4.86
2021,E09000031,Waltham Forest,278426,143437,93169,29590,9277,2953,12230,51.52,33.46,10.63,3.33,1.06,4.39
2021,E09000032,Wandsworth,327506,198576,91919,26746,7868,2397,10265,60.63,28.07,8.17,2.4,0.73,3.13
2021,E09000033,Westminster,204236,115033,58977,19840,7404,2982,10386,56.32,28.88,9.71,3.63,1.46,5.09
2021,W06000001,Isle of Anglesey,68878,32788,21937,10216,3059,878,3937,47.6,31.85,14.83,4.44,1.27,5.72
2021,W06000002,Gwynedd,117391,58620,37038,15668,4741,1324,6065,49.94,31.55,13.35,4.04,1.13,5.17
2021,W06000003,Conwy,114742,51092,38345,17780,5819,1706,7525,44.53,33.42,15.5,5.07,1.49,6.56
2021,W06000004,Denbighshire,95817,43115,31254,14621,5179,1648,6827,45.0,32.62,15.26,5.41,1.72,7.13
2021,W06000005,Flintshire,154962,73431,51838,20920,6716,2057,8773,47.39,33.45,13.5,4.33,1.33,5.66
2021,W06000006,Wrexham,135117,61404,45998,19316,6588,1811,8399,45.45,34.04,14.3,4.88,1.34,6.22
2021,W06000008,Ceredigion,71475,32195,24054,10881,3328,1017,4345,45.04,33.65,15.22,4.66,1.42,6.08
2021,W06000009,Pembrokeshire,123360,55187,41206,18605,6375,1987,8362,44.74,33.4,15.08,5.17,1.61,6.78
2021,W06000010,Carmarthenshire,187897,84785,59550,29491,10554,3517,14071,45.12,31.69,15.7,5.62,1.87,7.49
2021,W06000011,Swansea,238490,113823,73789,33363,13061,4454,17515,47.73,30.94,13.99,5.48,1.87,7.34
2021,W06000012,Neath Port Talbot,142289,64583,43219,21961,9388,3138,12526,45.39,30.37,15.43,6.6,2.21,8.8
2021,W06000013,Bridgend,145488,66751,46142,21589,8254,2752,11006,45.88,31.72,14.84,5.67,1.89,7.56
2021,W06000014,Vale of Glamorgan,131939,63999,42548,17533,5906,1953,7859,48.51,32.25,13.29,4.48,1.48,5.96
2021,W06000015,Cardiff,362308,181604,115195,44144,16193,5172,21365,50.12,31.79,12.18,4.47,1.43,5.9
2021,W06000016,Rhondda Cynon Taff,237651,105823,75427,36863,14925,4613,19538,44.53,31.74,15.51,6.28,1.94,8.22
2021,W06000018,Caerphilly,175952,76930,56471,27645,11275,3631,14906,43.72,32.09,15.71,6.41,2.06,8.47
2021,W06000019,Blaenau Gwent,66904,27465,21865,11210,4785,1579,6364,41.05,32.68,16.76,7.15,2.36,9.51
2021,W06000020,Torfaen,92276,39335,31301,14340,5584,1716,7300,42.63,33.92,15.54,6.05,1.86,7.91
2021,W06000021,Monmouthshire,92955,43165,31887,12655,4060,1188,5248,46.44,34.3,13.61,4.37,1.28,5.65
2021,W06000022,Newport,159592,74351,52689,21937,8159,2456,10615,46.59,33.01,13.75,5.11,1.54,6.65
2021,W06000023,Powys,133169,59313,45946,20078,6040,1792,7832,44.54,34.5,15.08,4.54,1.35,5.88
2021,W06000024,Merthyr Tydfil,58839,26718,17786,8837,4112,1386,5498,45.41,30.23,15.02,6.99,2.36,9.34
=======
year,area_code,area_name,total_health_2021,n_very_good_2021,n_good_2021,n_fair_2021,n_bad_2021,n_very_bad_2021,n_bad_or_very_bad_2021,pct_very_good_2021,pct_good_2021,pct_fair_2021,pct_bad_2021,pct_very_bad_2021,pct_bad_or_very_bad_2021
2021,E06000001,Hartlepool,92338,39817,30749,14415,5625,1732,7357,43.12,33.3,15.61,6.09,1.88,7.97
2021,E06000002,Middlesbrough,143924,67207,46382,19821,7969,2545,10514,46.7,32.23,13.77,5.54,1.77,7.31
2021,E06000003,Redcar and Cleveland,136531,58085,46416,21633,7916,2481,10397,42.54,34.0,15.84,5.8,1.82,7.62
2021,E06000004,Stockton-on-Tees,196595,91479,65521,27307,9392,2896,12288,46.53,33.33,13.89,4.78,1.47,6.25
2021,E06000005,Darlington,107800,48749,37324,15383,5016,1328,6344,45.22,34.62,14.27,4.65,1.23,5.88
2021,E06000006,Halton,128480,59066,41455,18088,7491,2380,9871,45.97,32.27,14.08,5.83,1.85,7.68
2021,E06000007,Warrington,210974,105613,69138,25599,8265,2359,10624,50.06,32.77,12.13,3.92,1.12,5.04
2021,E06000008,Blackburn with Darwen,154738,73950,50010,20507,7826,2445,10271,47.79,32.32,13.25,5.06,1.58,6.64
2021,E06000009,Blackpool,141036,56933,47255,23963,9777,3108,12885,40.37,33.51,16.99,6.93,2.2,9.14
2021,E06000010,"Kingston upon Hull, City of",267014,115776,93150,39851,13999,4238,18237,43.36,34.89,14.92,5.24,1.59,6.83
2021,E06000011,East Riding of Yorkshire,342215,153547,121117,49161,14088,4302,18390,44.87,35.39,14.37,4.12,1.26,5.37
2021,E06000012,North East Lincolnshire,156966,67586,54939,24237,7911,2293,10204,43.06,35.0,15.44,5.04,1.46,6.5
2021,E06000013,North Lincolnshire,169680,72786,60954,25702,8003,2235,10238,42.9,35.92,15.15,4.72,1.32,6.03
2021,E06000014,York,202821,98610,71033,24604,6788,1786,8574,48.62,35.02,12.13,3.35,0.88,4.23
2021,E06000015,Derby,261364,119809,90551,35857,11542,3605,15147,45.84,34.65,13.72,4.42,1.38,5.8
2021,E06000016,Leicester,368571,179719,123425,46156,14749,4522,19271,48.76,33.49,12.52,4.0,1.23,5.23
2021,E06000017,Rutland,41049,20666,14063,4869,1169,282,1451,50.34,34.26,11.86,2.85,0.69,3.53
2021,E06000018,Nottingham,323632,153956,108292,41863,14787,4734,19521,47.57,33.46,12.94,4.57,1.46,6.03
2021,E06000019,"Herefordshire, County of",187034,85521,65655,26040,7641,2177,9818,45.72,35.1,13.92,4.09,1.16,5.25
2021,E06000020,Telford and Wrekin,185541,85273,63231,25683,8812,2542,11354,45.96,34.08,13.84,4.75,1.37,6.12
2021,E06000021,Stoke-on-Trent,258369,110241,90840,38276,14546,4466,19012,42.67,35.16,14.81,5.63,1.73,7.36
2021,E06000022,Bath and North East Somerset,193409,100186,63514,21853,6121,1735,7856,51.8,32.84,11.3,3.16,0.9,4.06
2021,E06000023,"Bristol, City of",472465,240060,154643,54311,18032,5419,23451,50.81,32.73,11.5,3.82,1.15,4.96
2021,E06000024,North Somerset,216727,103098,73421,28789,8897,2522,11419,47.57,33.88,13.28,4.11,1.16,5.27
2021,E06000025,South Gloucestershire,290424,144395,99207,34595,9529,2698,12227,49.72,34.16,11.91,3.28,0.93,4.21
2021,E06000026,Plymouth,264695,121117,89371,37196,13109,3902,17011,45.76,33.76,14.05,4.95,1.47,6.43
2021,E06000027,Torbay,139324,58842,47697,22578,7894,2313,10207,42.23,34.23,16.21,5.67,1.66,7.33
2021,E06000030,Swindon,233410,112213,82155,28667,8185,2190,10375,48.08,35.2,12.28,3.51,0.94,4.44
2021,E06000031,Peterborough,215673,99550,77378,27730,8582,2433,11015,46.16,35.88,12.86,3.98,1.13,5.11
2021,E06000032,Luton,225261,109654,77855,27073,8162,2517,10679,48.68,34.56,12.02,3.62,1.12,4.74
2021,E06000033,Southend-on-Sea,180686,84380,62139,24096,7793,2278,10071,46.7,34.39,13.34,4.31,1.26,5.57
2021,E06000034,Thurrock,176001,89350,58689,20323,5904,1735,7639,50.77,33.35,11.55,3.35,0.99,4.34
2021,E06000035,Medway,279775,132845,96739,35907,11171,3113,14284,47.48,34.58,12.83,3.99,1.11,5.11
2021,E06000036,Bracknell Forest,124610,65829,42515,12273,3147,846,3993,52.83,34.12,9.85,2.53,0.68,3.2
2021,E06000037,West Berkshire,161449,82413,55946,17685,4319,1086,5405,51.05,34.65,10.95,2.68,0.67,3.35
2021,E06000038,Reading,174224,89196,60019,18627,5018,1364,6382,51.2,34.45,10.69,2.88,0.78,3.66
2021,E06000039,Slough,158500,81941,53816,16804,4625,1314,5939,51.7,33.95,10.6,2.92,0.83,3.75
2021,E06000040,Windsor and Maidenhead,153496,85594,48793,14471,3636,1002,4638,55.76,31.79,9.43,2.37,0.65,3.02
2021,E06000041,Wokingham,177500,97553,58866,16372,3676,1033,4709,54.96,33.16,9.22,2.07,0.58,2.65
2021,E06000042,Milton Keynes,287060,146636,96796,31721,9239,2668,11907,51.08,33.72,11.05,3.22,0.93,4.15
2021,E06000043,Brighton and Hove,277103,139078,91878,32118,10757,3272,14029,50.19,33.16,11.59,3.88,1.18,5.06
2021,E06000044,Portsmouth,208003,98505,72447,26740,8000,2311,10311,47.36,34.83,12.86,3.85,1.11,4.96
2021,E06000045,Southampton,248922,118703,87353,30497,9536,2833,12369,47.69,35.09,12.25,3.83,1.14,4.97
2021,E06000046,Isle of Wight,140459,56014,51903,23077,7386,2079,9465,39.88,36.95,16.43,5.26,1.48,6.74
2021,E06000047,County Durham,522068,224293,176980,81624,30167,9004,39171,42.96,33.9,15.63,5.78,1.72,7.5
2021,E06000049,Cheshire East,398769,198755,132827,48431,14513,4243,18756,49.84,33.31,12.15,3.64,1.06,4.7
2021,E06000050,Cheshire West and Chester,357150,174349,118810,45293,14499,4199,18698,48.82,33.27,12.68,4.06,1.18,5.24
2021,E06000051,Shropshire,323606,150899,112330,43932,12796,3649,16445,46.63,34.71,13.58,3.95,1.13,5.08
2021,E06000052,Cornwall,570305,260855,191185,82985,26972,8308,35280,45.74,33.52,14.55,4.73,1.46,6.19
2021,E06000053,Isles of Scilly,2054,1054,677,240,66,17,83,51.31,32.96,11.68,3.21,0.83,4.04
2021,E06000054,Wiltshire,510333,252803,173908,62034,16995,4593,21588,49.54,34.08,12.16,3.33,0.9,4.23
2021,E06000055,Bedford,185225,90419,64772,21942,6357,1735,8092,48.82,34.97,11.85,3.43,0.94,4.37
2021,E06000056,Central Bedfordshire,294252,148210,101486,33332,8817,2407,11224,50.37,34.49,11.33,3.0,0.82,3.81
2021,E06000057,Northumberland,320567,140289,110887,49447,15644,4300,19944,43.76,34.59,15.42,4.88,1.34,6.22
2021,E06000058,"Bournemouth, Christchurch and Poole",400196,190242,136523,52466,16230,4735,20965,47.54,34.11,13.11,4.06,1.18,5.24
2021,E06000059,Dorset,379579,170366,135867,54010,15166,4170,19336,44.88,35.79,14.23,4.0,1.1,5.09
2021,E06000060,Buckinghamshire,553079,293915,183564,57178,14525,3897,18422,53.14,33.19,10.34,2.63,0.7,3.33
2021,E06000061,North Northamptonshire,359524,166047,128657,47271,13718,3831,17549,46.19,35.79,13.15,3.82,1.07,4.88
2021,E06000062,West Northamptonshire,425725,209457,149226,49482,13891,3669,17560,49.2,35.05,11.62,3.26,0.86,4.12
2021,E07000008,Cambridge,145675,80195,46807,13957,3715,1001,4716,55.05,32.13,9.58,2.55,0.69,3.24
2021,E07000009,East Cambridgeshire,87762,42423,30830,10879,2859,771,3630,48.34,35.13,12.4,3.26,0.88,4.14
2021,E07000010,Fenland,102462,41264,38407,16256,5064,1471,6535,40.27,37.48,15.87,4.94,1.44,6.38
2021,E07000011,Huntingdonshire,180833,86577,64569,22026,6085,1576,7661,47.88,35.71,12.18,3.36,0.87,4.24
2021,E07000012,South Cambridgeshire,162116,84637,54501,17419,4313,1246,5559,52.21,33.62,10.74,2.66,0.77,3.43
2021,E07000026,Allerdale,96154,43162,32866,14357,4498,1271,5769,44.89,34.18,14.93,4.68,1.32,6.0
2021,E07000027,Barrow-in-Furness,67407,29262,23259,10057,3792,1037,4829,43.41,34.51,14.92,5.63,1.54,7.16
2021,E07000028,Carlisle,110024,50139,38022,15476,4971,1416,6387,45.57,34.56,14.07,4.52,1.29,5.81
2021,E07000029,Copeland,67076,29807,22281,10387,3572,1029,4601,44.44,33.22,15.49,5.33,1.53,6.86
2021,E07000030,Eden,54735,25678,19370,7256,1908,523,2431,46.91,35.39,13.26,3.49,0.96,4.44
2021,E07000031,South Lakeland,104450,50056,36405,13384,3630,975,4605,47.92,34.85,12.81,3.48,0.93,4.41
2021,E07000032,Amber Valley,126208,56072,44733,18298,5613,1492,7105,44.43,35.44,14.5,4.45,1.18,5.63
2021,E07000033,Bolsover,80273,33546,27509,12940,4844,1434,6278,41.79,34.27,16.12,6.03,1.79,7.82
2021,E07000034,Chesterfield,103569,42969,36035,17062,5874,1629,7503,41.49,34.79,16.47,5.67,1.57,7.24
2021,E07000035,Derbyshire Dales,71540,34005,24678,9585,2534,738,3272,47.53,34.5,13.4,3.54,1.03,4.57
2021,E07000036,Erewash,112906,50053,39919,16552,5020,1362,6382,44.33,35.36,14.66,4.45,1.21,5.65
2021,E07000037,High Peak,90933,43301,31083,12007,3535,1007,4542,47.62,34.18,13.2,3.89,1.11,4.99
2021,E07000038,North East Derbyshire,102001,44381,35060,15945,5166,1449,6615,43.51,34.37,15.63,5.06,1.42,6.49
2021,E07000039,South Derbyshire,107208,51669,36956,13642,3853,1088,4941,48.2,34.47,12.72,3.59,1.01,4.61
2021,E07000040,East Devon,150827,69973,52881,20650,5798,1525,7323,46.39,35.06,13.69,3.84,1.01,4.86
2021,E07000041,Exeter,130709,66498,43054,15152,4665,1340,6005,50.87,32.94,11.59,3.57,1.03,4.59
2021,E07000042,Mid Devon,82852,39073,28866,10954,3085,874,3959,47.16,34.84,13.22,3.72,1.05,4.78
2021,E07000043,North Devon,98611,46135,33154,13705,4352,1265,5617,46.78,33.62,13.9,4.41,1.28,5.7
2021,E07000044,South Hams,88627,43499,29405,11292,3413,1018,4431,49.08,33.18,12.74,3.85,1.15,5.0
2021,E07000045,Teignbridge,134803,61426,47053,19026,5739,1559,7298,45.57,34.91,14.11,4.26,1.16,5.41
2021,E07000046,Torridge,68114,29852,23713,10453,3216,880,4096,43.83,34.81,15.35,4.72,1.29,6.01
2021,E07000047,West Devon,57096,26007,19802,8236,2380,671,3051,45.55,34.68,14.42,4.17,1.18,5.34
2021,E07000061,Eastbourne,101689,43956,35844,15503,4946,1440,6386,43.23,35.25,15.25,4.86,1.42,6.28
2021,E07000062,Hastings,90994,38395,31864,14122,5025,1588,6613,42.2,35.02,15.52,5.52,1.75,7.27
2021,E07000063,Lewes,99905,45533,34732,14156,4297,1187,5484,45.58,34.77,14.17,4.3,1.19,5.49
2021,E07000064,Rother,93110,39362,33607,14561,4365,1215,5580,42.27,36.09,15.64,4.69,1.3,5.99
2021,E07000065,Wealden,160150,77218,55635,20209,5627,1461,7088,48.22,34.74,12.62,3.51,0.91,4.43
2021,E07000066,Basildon,187571,90914,64185,23022,7229,2221,9450,48.47,34.22,12.27,3.85,1.18,5.04
2021,E07000067,Braintree,155268,73375,55346,19655,5431,1461,6892,47.26,35.65,12.66,3.5,0.94,4.44
2021,E07000068,Brentwood,77047,41588,24413,8141,2214,691,2905,53.98,31.69,10.57,2.87,0.9,3.77
2021,E07000069,Castle Point,89587,40925,31438,12324,3807,1093,4900,45.68,35.09,13.76,4.25,1.22,5.47
2021,E07000070,Chelmsford,181523,93611,61388,19993,5089,1442,6531,51.57,33.82,11.01,2.8,0.79,3.6
2021,E07000071,Colchester,192715,94777,66963,22916,6281,1778,8059,49.18,34.75,11.89,3.26,0.92,4.18
2021,E07000072,Epping Forest,134980,69924,44362,15163,4214,1317,5531,51.8,32.87,11.23,3.12,0.98,4.1
2021,E07000073,Harlow,93328,44559,32106,11913,3659,1091,4750,47.74,34.4,12.76,3.92,1.17,5.09
2021,E07000074,Maldon,66208,30903,23469,8677,2487,672,3159,46.68,35.45,13.11,3.76,1.01,4.77
2021,E07000075,Rochford,85661,41866,29571,10588,2837,799,3636,48.87,34.52,12.36,3.31,0.93,4.24
2021,E07000076,Tendring,148292,58492,52819,25460,8891,2630,11521,39.44,35.62,17.17,6.0,1.77,7.77
2021,E07000077,Uttlesford,91341,49323,29898,9180,2301,639,2940,54.0,32.73,10.05,2.52,0.7,3.22
2021,E07000078,Cheltenham,118837,60237,39932,13876,3695,1097,4792,50.69,33.6,11.68,3.11,0.92,4.03
2021,E07000079,Cotswold,90832,45781,31041,10559,2698,753,3451,50.4,34.17,11.62,2.97,0.83,3.8
2021,E07000080,Forest of Dean,87004,38990,30908,12355,3662,1089,4751,44.81,35.52,14.2,4.21,1.25,5.46
2021,E07000081,Gloucester,132416,61882,46736,17259,5172,1367,6539,46.73,35.29,13.03,3.91,1.03,4.94
2021,E07000082,Stroud,121102,58893,42058,15125,4014,1012,5026,48.63,34.73,12.49,3.31,0.84,4.15
2021,E07000083,Tewkesbury,94884,47236,32541,11385,2956,766,3722,49.78,34.3,12.0,3.12,0.81,3.92
2021,E07000084,Basingstoke and Deane,185157,92794,64764,20776,5419,1404,6823,50.12,34.98,11.22,2.93,0.76,3.68
2021,E07000085,East Hampshire,125744,63828,43139,14273,3599,905,4504,50.76,34.31,11.35,2.86,0.72,3.58
2021,E07000086,Eastleigh,136443,67981,47400,15896,4088,1078,5166,49.82,34.74,11.65,3.0,0.79,3.79
2021,E07000087,Fareham,114513,55185,40519,14190,3698,921,4619,48.19,35.38,12.39,3.23,0.8,4.03
2021,E07000088,Gosport,81952,35504,29829,12134,3587,898,4485,43.32,36.4,14.81,4.38,1.1,5.47
2021,E07000089,Hart,99408,54555,32704,9344,2177,628,2805,54.88,32.9,9.4,2.19,0.63,2.82
2021,E07000090,Havant,124208,55028,44185,18023,5437,1535,6972,44.3,35.57,14.51,4.38,1.24,5.61
2021,E07000091,New Forest,175785,81075,62425,23866,6534,1885,8419,46.12,35.51,13.58,3.72,1.07,4.79
2021,E07000092,Rushmoor,99756,49428,34814,11769,2965,780,3745,49.55,34.9,11.8,2.97,0.78,3.75
2021,E07000093,Test Valley,130492,65696,44842,14925,3958,1071,5029,50.34,34.36,11.44,3.03,0.82,3.85
2021,E07000094,Winchester,127443,67850,41989,13236,3466,902,4368,53.24,32.95,10.39,2.72,0.71,3.43
2021,E07000095,Broxbourne,99007,49630,33422,11621,3354,980,4334,50.13,33.76,11.74,3.39,0.99,4.38
2021,E07000096,Dacorum,155081,80604,51271,17171,4784,1251,6035,51.98,33.06,11.07,3.08,0.81,3.89
2021,E07000098,Hertsmere,107828,57652,34388,11602,3205,981,4186,53.47,31.89,10.76,2.97,0.91,3.88
2021,E07000099,North Hertfordshire,133210,67385,45317,15363,4089,1056,5145,50.59,34.02,11.53,3.07,0.79,3.86
2021,E07000102,Three Rivers,93771,50330,30357,9788,2586,710,3296,53.67,32.37,10.44,2.76,0.76,3.51
2021,E07000103,Watford,102246,53559,34277,10601,2955,854,3809,52.38,33.52,10.37,2.89,0.84,3.73
2021,E07000105,Ashford,132747,64334,45779,16551,4748,1335,6083,48.46,34.49,12.47,3.58,1.01,4.58
2021,E07000106,Canterbury,157429,74034,54597,20762,6224,1812,8036,47.03,34.68,13.19,3.95,1.15,5.1
2021,E07000107,Dartford,116753,61128,38680,12556,3390,999,4389,52.36,33.13,10.75,2.9,0.86,3.76
